"Id","Category","Subcategory","Endpoint","Protocol","Ports","Region","Notes"
"301","Apple Endpoints","Device Setup","tbsc.apple.com","TCP","443","Global",""
"301","Apple Endpoints","Device Setup","time-ios.apple.com","UDP","123","Global","Used by devices to set their date and time"
"301","Apple Endpoints","Device Setup","time.apple.com","UDP","123","Global","Used by devices to set their date and time"
"301","Apple Endpoints","Device Setup","time-macos.apple.com","UDP","123","Global","Used by devices to set their date and time"
"302","Apple Endpoints","Device Management","*.push.apple.com","TCP","80, 443, 5223, 2197","Global","Push notifications"
"302","Apple Endpoints","Device Management","deviceenrollment.apple.com","TCP","443","Global","DEP provisional enrolment"
"302","Apple Endpoints","Device Management","deviceservices-external.apple.com","TCP","443","Global","Used by an MDM server to disable Activation Lock on managed devices"
"302","Apple Endpoints","Device Management","gdmf.apple.com","TCP","443","Global","Used by an MDM server to identify which software updates are available for devices that use managed software updates"
"302","Apple Endpoints","Device Management","identity.apple.com","TCP","443","Global","APNs certificate request portal"
"302","Apple Endpoints","Device Management","iprofiles.apple.com","TCP","443","Global","Hosts enrolment profiles used when devices enrol in Apple School Manager or Apple Business Manager through Device Enrolment"
"302","Apple Endpoints","Device Management","mdmenrollment.apple.com","TCP","443","Global","MDM servers to upload enrolment profiles used by clients enrolling through Device Enrolment in Apple School Manager or Apple Business Manager, and to look up devices and accounts"
"302","Apple Endpoints","Device Management","setup.icloud.com","TCP","443","Global","Required to log in to a Managed Apple Account on Shared iPad"
"302","Apple Endpoints","Device Management","vpp.itunes.apple.com","TCP","443","Global","MDM servers to perform operations related to Apps and Books, such as assigning or revoking licences on a device"
"302","Apple Endpoints","Device Management","*.appattest.apple.com","TCP","443","Global","Managed device attestation"
"302","Apple Endpoints","Device Management","axm-servicediscovery.apple.com","TCP","443","Global","Service discovery for account-driven enrolments"
"303","Apple Endpoints","Software Updates","appldnld.apple.com","TCP","80","Global","iOS, iPadOS and watchOS updates"
"303","Apple Endpoints","Software Updates","configuration.apple.com","TCP","443","Global","Rosetta 2 updates"
"303","Apple Endpoints","Software Updates","gdmf.apple.com","TCP","443","Global","Software update catalogue"
"303","Apple Endpoints","Software Updates","gg.apple.com","TCP","80, 443","Global","iOS, iPadOS, tvOS, watchOS and macOS updates"
"303","Apple Endpoints","Software Updates","gs.apple.com","TCP","80, 443","Global","iOS, iPadOS, tvOS, watchOS and macOS updates"
"303","Apple Endpoints","Software Updates","ig.apple.com","TCP","443","Global","macOS updates"
"303","Apple Endpoints","Software Updates","mesu.apple.com","TCP","80, 443","Global","Hosts software update catalogues"
"303","Apple Endpoints","Software Updates","oscdn.apple.com","TCP","80, 443","Global","macOS Recovery"
"303","Apple Endpoints","Software Updates","osrecovery.apple.com","TCP","80, 443","Global","macOS Recovery"
"303","Apple Endpoints","Software Updates","skl.apple.com","TCP","443","Global","macOS updates"
"303","Apple Endpoints","Software Updates","swcdn.apple.com","TCP","80, 443","Global","macOS updates"
"303","Apple Endpoints","Software Updates","swdist.apple.com","TCP","443","Global","macOS updates"
"303","Apple Endpoints","Software Updates","swdownload.apple.com","TCP","80, 443","Global","macOS updates"
"303","Apple Endpoints","Software Updates","swscan.apple.com","TCP","443","Global","macOS updates"
"303","Apple Endpoints","Software Updates","updates-http.cdn-apple.com","TCP","80","Global","Software update downloads"
"303","Apple Endpoints","Software Updates","updates.cdn-apple.com","TCP","443","Global","Software update downloads"
"303","Apple Endpoints","Software Updates","xp.apple.com","TCP","443","Global",""
"303","Apple Endpoints","Software Updates","gdmf-ados.apple.com","TCP","443","Global","Software update catalogue for additional components"
"303","Apple Endpoints","Software Updates","gsra.apple.com","TCP","443","Global","OS updates for additional components"
"303","Apple Endpoints","Software Updates","wkms-public.apple.com","TCP","443","Global","Installing iOS, iPadOS or macOS on an attached device"
"303","Apple Endpoints","Software Updates","fcs-keys-pub-prod.cdn-apple.com","TCP","443","Global","Installing iOS, iPadOS or macOS on an attached device"
"304","Apple Endpoints","Apps and Additional Content","*.itunes.apple.com","TCP","80, 443","Global","Store content, such as apps, books and music"
"304","Apple Endpoints","Apps and Additional Content","*.apps.apple.com","TCP","443","Global","Store content, such as apps, books and music"
"304","Apple Endpoints","Apps and Additional Content","*.mzstatic.com","TCP","443","Global","Store content, such as apps, books and music, and apps from websites and alternative marketplaces"
"304","Apple Endpoints","Apps and Additional Content","itunes.apple.com","TCP","80, 443","Global","Store content, such as apps, books and music"
"304","Apple Endpoints","Apps and Additional Content","ppq.apple.com","TCP","443","Global","Enterprise App validation"
"304","Apple Endpoints","Apps and Additional Content","api.apple-cloudkit.com","TCP","443","Global","App notarisation"
"304","Apple Endpoints","Apps and Additional Content","*.appattest.apple.com","TCP","443","Global","App validation, Touch ID and Face ID authentication for websites"
"304","Apple Endpoints","Apps and Additional Content","*.apps-marketplace.apple.com","TCP","443","Global","Installing apps from websites and alternative marketplaces"
"304","Apple Endpoints","Apps and Additional Content","token.safebrowsing.apple","TCP","443","Global","Safari fraudulent website warnings"
"304","Apple Endpoints","Apps and Additional Content","audiocontentdownload.apple.com","TCP","80, 443","Global","GarageBand downloadable content"
"304","Apple Endpoints","Apps and Additional Content","devimages-cdn.apple.com","TCP","80, 443","Global","Xcode downloadable components"
"304","Apple Endpoints","Apps and Additional Content","download.developer.apple.com","TCP","80, 443","Global","Xcode downloadable components"
"304","Apple Endpoints","Apps and Additional Content","playgrounds-assets-cdn.apple.com","TCP","443","Global","Swift Playgrounds"
"304","Apple Endpoints","Apps and Additional Content","playgrounds-cdn.apple.com","TCP","443","Global","Swift Playgrounds"
"304","Apple Endpoints","Apps and Additional Content","sylvan.apple.com","TCP","80, 443","Global","Aerial screen savers and wallpaper"
"304","Apple Endpoints","Apps and Additional Content","gateway.icloud.com","TCP","443","Global","CloudKit content including XProtect updates and Voice Control assets"
"305","Apple Endpoints","Apple Account","account.apple.com","TCP","443","Global","Apple Account authentication"
"305","Apple Endpoints","Apple Account","appleid.cdn-apple.com","TCP","443","Global","Apple Account authentication"
"305","Apple Endpoints","Apple Account","idmsa.apple.com","TCP","443","Global","Apple Account authentication"
"305","Apple Endpoints","Apple Account","gsa.apple.com","TCP","443","Global","Apple Account authentication"
"306","Apple Endpoints","iCloud","*.apple-cloudkit.com","TCP","443","Global","iCloud services"
"306","Apple Endpoints","iCloud","*.apple-livephotoskit.com","TCP","443","Global","iCloud Live Photos service"
"306","Apple Endpoints","iCloud","*.apzones.com","TCP","443","Global","iCloud services (China mainland)"
"306","Apple Endpoints","iCloud","*.cdn-apple.com","TCP","443","Global","iCloud CDN"
"306","Apple Endpoints","iCloud","*.gc.apple.com","TCP","443","Global","iCloud services"
"306","Apple Endpoints","iCloud","*.icloud.com","TCP","443","Global","iCloud services"
"306","Apple Endpoints","iCloud","*.icloud.com.cn","TCP","443","Global","iCloud services in China mainland"
"306","Apple Endpoints","iCloud","*.icloud.apple.com","TCP","443","Global","iCloud services"
"306","Apple Endpoints","iCloud","*.icloud-content.com","UDP","443","Global","iCloud content delivery (may use UDP)"
"306","Apple Endpoints","iCloud","*.icloud-content.com","UDP","443","Global","iCloud content delivery (may use UDP)"
"306","Apple Endpoints","iCloud","*.iwork.apple.com","TCP","443","Global","iWork documents"
"306","Apple Endpoints","iCloud","mask.icloud.com","UDP","443","Global","iCloud Private Relay (UDP)"
"306","Apple Endpoints","iCloud","mask-h2.icloud.com","TCP","443","Global","iCloud Private Relay"
"306","Apple Endpoints","iCloud","mask-api.icloud.com","TCP","443","Global","iCloud Private Relay API"
"306","Apple Endpoints","iCloud","probe.icloud.com","TCP","443","Global","iCloud connection testing"
"306","Apple Endpoints","iCloud","probe.icloud.com","UDP","443","Global","iCloud connection testing"
"306","Apple Endpoints","iCloud","pong.icloud.com","TCP","443","Global","iCloud connection testing"
"306","Apple Endpoints","iCloud","pong.icloud.com","UDP","443","Global","iCloud connection testing"
"306","Apple Endpoints","iCloud","metrics.icloud.com","TCP","443","Global","iCloud device diagnostics"
"306","Apple Endpoints","iCloud","metrics.icloud.com","UDP","443","Global","iCloud device diagnostics"
"306","Apple Endpoints","iCloud","apple-native-relay.apple.com","TCP","443","Global","Private Cloud Compute / Native relay"
"306","Apple Endpoints","iCloud","apple-native-relay.apple.com","UDP","443","Global","Private Cloud Compute / Native relay"
"307","Apple Endpoints","Apple Intelligence","guzzoni.apple.com","TCP","443","Global","Siri and dictation requests"
"307","Apple Endpoints","Apple Intelligence","*.smoot.apple.com","TCP","443","Global","Search services (Siri, Spotlight, Safari, News, Messages, Music)"
"307","Apple Endpoints","Apple Intelligence","apple-relay.cloudflare.com","TCP","443","Global","Private Cloud Compute"
"307","Apple Endpoints","Apple Intelligence","apple-relay.cloudflare.com","UDP","443","Global","Private Cloud Compute"
"307","Apple Endpoints","Apple Intelligence","apple-relay.fastly-edge.com","TCP","443","Global","Private Cloud Compute"
"307","Apple Endpoints","Apple Intelligence","apple-relay.fastly-edge.com","UDP","443","Global","Private Cloud Compute"
"307","Apple Endpoints","Apple Intelligence","cp4.cloudflare.com","TCP","443","Global","Private Cloud Compute"
"307","Apple Endpoints","Apple Intelligence","cp4.cloudflare.com","UDP","443","Global","Private Cloud Compute"
"307","Apple Endpoints","Apple Intelligence","apple-relay.apple.com","TCP","443","Global","Apple Intelligence Extensions"
"307","Apple Endpoints","Apple Intelligence","apple-relay.apple.com","UDP","443","Global","Apple Intelligence Extensions"
"308","Apple Endpoints","Associated Domains","app-site-association.cdn-apple.com","TCP","443","Global","Associated domains for universal links"
"308","Apple Endpoints","Associated Domains","app-site-association.cdn-apple.com","UDP","443","Global","Associated domains for universal links"
"308","Apple Endpoints","Associated Domains","app-site-association.networking.apple","TCP","443","Global","Associated domains for universal links"
"308","Apple Endpoints","Associated Domains","app-site-association.networking.apple","UDP","443","Global","Associated domains for universal links"
"308","Apple Endpoints","Tap to Pay","pos-device.apple.com","TCP","443","Global","Tap to Pay on iPhone"
"308","Apple Endpoints","Tap to Pay","pos-device.apple.com","UDP","443","Global","Tap to Pay on iPhone"
"308","Apple Endpoints","Tap to Pay","iphonesubmissions.apple.com","TCP","443","Global","Optional analytics sharing"
"308","Apple Endpoints","ID Verifier","smp-device-content.apple.com","TCP","443","Global","ID Verifier on iPhone"
"308","Apple Endpoints","ID Verifier","idv.cdn-apple.com","TCP","443","Global","ID Verifier on iPhone"
"308","Apple Endpoints","ID Verifier","idv-prod1.apple.com","TCP","443","Global","ID Verifier on iPhone"
"309","Apple Endpoints","Business & School","*.business.apple.com","TCP","443, 80","Global","Apple Business Manager"
"309","Apple Endpoints","Business & School","*.school.apple.com","TCP","443, 80","Global","Apple School Manager"
"309","Apple Endpoints","Business & School","api.ent.apple.com","TCP","443","Global","Apps and Books (ABM)"
"309","Apple Endpoints","Business & School","api.edu.apple.com","TCP","443","Global","Apps and Books (ASM)"
"309","Apple Endpoints","Business & School","statici.icloud.com","TCP","443","Global","Device icons"
"309","Apple Endpoints","Business & School","*.vertexsmb.com","TCP","443","Global","Validating tax-exempt status"
"309","Apple Endpoints","Business & School","upload.appleschoolcontent.com","SSH","22","Global","SFTP uploads"
"310","Apple Endpoints","Beta & Diagnostics","bpapi.apple.com","TCP","443","Global","Beta update enrolment"
"310","Apple Endpoints","Beta & Diagnostics","cssubmissions.apple.com","TCP","443","Global","Feedback Assistant uploads"
"310","Apple Endpoints","Beta & Diagnostics","fba.apple.com","TCP","443","Global","Feedback Assistant"
"310","Apple Endpoints","Diagnostics","diagassets.apple.com","TCP","443","Global","Hardware diagnostics"
"310","Apple Endpoints","DNS","doh.dns.apple.com","TCP","443","Global","DNS over HTTPS (DoH)"
"311","Apple Endpoints","Certificate Validation","certs.apple.com","TCP","80, 443","Global","Certificate validation"
"311","Apple Endpoints","Certificate Validation","crl.apple.com","TCP","80","Global","Certificate validation"
"311","Apple Endpoints","Certificate Validation","ocsp.apple.com","TCP","80","Global","OCSP responder"
"311","Apple Endpoints","Certificate Validation","ocsp2.apple.com","TCP","443","Global","OCSP responder"
"311","Apple Endpoints","Certificate Validation","valid.apple.com","TCP","443","Global","Certificate validation"
"401","Android Endpoints","Google Play and Updates","play.google.com","TCP","443, 5228, 5229, 5230","Global",""
"401","Android Endpoints","Google Play and Updates","android.com","TCP","443, 5228, 5229, 5230","Global",""
"401","Android Endpoints","Google Play and Updates","google-analytics.com","TCP","443, 5228, 5229, 5230","Global",""
"401","Android Endpoints","Google Play and Updates","googleusercontent.com","TCP","443, 5228, 5229, 5230","Global","Contains User-Generated Content (for example,. app icons in the store)"
"401","Android Endpoints","Google Play and Updates","*.gstatic.com ","TCP","443, 5228, 5229, 5230","Global","Contains User-Generated Content (for example,. app icons in the store)"
"401","Android Endpoints","Google Play and Updates","*.gvt1.com","TCP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","*.ggpht.com","TCP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","dl.google.com","TCP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","dl-ssl.google.com","TCP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","android.apis.google.com","TCP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","*.gvt2.com","TCP","443, 5228, 5229, 5230","Global","Play connectivity monitoring and diagnostics"
"401","Android Endpoints","Google Play and Updates","*.gvt3.com","TCP","443, 5228, 5229, 5230","Global","Play connectivity monitoring and diagnostics"
"401","Android Endpoints","Google Play and Updates","play.google.com","UDP","443, 5228, 5229, 5230","Global",""
"401","Android Endpoints","Google Play and Updates","android.com","UDP","443, 5228, 5229, 5230","Global",""
"401","Android Endpoints","Google Play and Updates","google-analytics.com","UDP","443, 5228, 5229, 5230","Global",""
"401","Android Endpoints","Google Play and Updates","googleusercontent.com","UDP","443, 5228, 5229, 5230","Global","Contains User-Generated Content (for example,. app icons in the store)"
"401","Android Endpoints","Google Play and Updates","*.gstatic.com ","UDP","443, 5228, 5229, 5230","Global","Contains User-Generated Content (for example,. app icons in the store)"
"401","Android Endpoints","Google Play and Updates","*.gvt1.com","UDP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","*.ggpht.com","UDP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","dl.google.com","UDP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","dl-ssl.google.com","UDP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","android.apis.google.com","UDP","443, 5228, 5229, 5230","Global","Download apps and updates, Play Store APIs"
"401","Android Endpoints","Google Play and Updates","*.gvt2.com","UDP","443, 5228, 5229, 5230","Global","Play connectivity monitoring and diagnostics"
"401","Android Endpoints","Google Play and Updates","*.gvt3.com","UDP","443, 5228, 5229, 5230","Global","Play connectivity monitoring and diagnostics"
"402","Android Endpoints","Android Management APIs","*.googleapis.com","TCP","443","Global",""
"402","Android Endpoints","Android Management APIs","m.google.com","TCP","443","Global",""
"402","Android Endpoints","Authentication","accounts.google.com","TCP","443","Global",""
"403","Android Endpoints","Google Cloud Messaging","gcm-http.googleapis.com","TCP","443, 5228, 5229, 5230","Global",""
"403","Android Endpoints","Google Cloud Messaging","gcm-xmpp.googleapis.com","TCP","443, 5228, 5229, 5230","Global",""
"403","Android Endpoints","Google Cloud Messaging","android.googleapis.com","TCP","443, 5228, 5229, 5230","Global",""
"403","Android Endpoints","Firebase Cloud Messaging","fcm.googleapis.com","TCP","443, 5228, 5229, 5230","Global",""
"403","Android Endpoints","Firebase Cloud Messaging","fcm-xmpp.googleapis.com","TCP","443, 5228, 5229, 5230","Global",""
"403","Android Endpoints","Firebase Cloud Messaging","firebaseinstallations.googleapis.com","TCP","443, 5228, 5229, 5230","Global",""
"403","Android Endpoints","XMPP Connection","fcm-xmpp.googleapis.com","TCP","5235, 5236","Global",""
"403","Android Endpoints","XMPP Connection","gcm-xmpp.googleapis.com","TCP","5235, 5236","Global",""
"404","Android Endpoints","Certificate Revocation List","pki.google.com","TCP","443","Global",""
"404","Android Endpoints","Certificate Revocation List","clients1.google.com","TCP","443","Global",""
"405","Android Endpoints","Google Backend Services","clients2.google.com","TCP","443","Global","Domains shared by various Google backend services such as crash reporting, Chrome Bookmark Sync, time sync (tlsdate), and many others "
"405","Android Endpoints","Google Backend Services","clients3.google.com","TCP","443","Global","Domains shared by various Google backend services such as crash reporting, Chrome Bookmark Sync, time sync (tlsdate), and many others "
"405","Android Endpoints","Google Backend Services","clients4.google.com","TCP","443","Global","Domains shared by various Google backend services such as crash reporting, Chrome Bookmark Sync, time sync (tlsdate), and many others "
"405","Android Endpoints","Google Backend Services","clients5.google.com","TCP","443","Global","Domains shared by various Google backend services such as crash reporting, Chrome Bookmark Sync, time sync (tlsdate), and many others "
"405","Android Endpoints","Google Backend Services","clients6.google.com","TCP","443","Global","Domains shared by various Google backend services such as crash reporting, Chrome Bookmark Sync, time sync (tlsdate), and many others "
"405","Android Endpoints","Chrome Updates","chromiumdash.appspot.com","TCP","443","Global",""
"405","Android Endpoints","Android Device Policy","android.apis.google.com","TCP","443","Global","Android Device Policy download URL used in NFC provisioning"
"405","Android Endpoints","Connectivity Check","connectivitycheck.android.com","TCP","443","Global","Used by Android OS for connectivity check whenever the device connects to any WiFi / Mobile network."
"405","Android Endpoints","Connectivity Check","connectivitycheck.gstatic.com","TCP","443","Global","Used by Android OS for connectivity check whenever the device connects to any WiFi / Mobile network."
"405","Android Endpoints","Connectivity Check","www.google.com","TCP","443","Global","Used by Android OS for connectivity check whenever the device connects to any WiFi / Mobile network."
"406","Android Endpoints","OTA Updates","ota.googlezip.net","TCP","443","Global","Used by OEMs that utilize Google Over-The-Air (GOTA) updates to distribute OTA updates."
"406","Android Endpoints","OTA Updates","ota-cache1.googlezip.net","TCP","443","Global","Used by OEMs that utilize Google Over-The-Air (GOTA) updates to distribute OTA updates."
"406","Android Endpoints","OTA Updates","ota-cache3.googlezip.net","TCP","443","Global","Used by OEMs that utilize Google Over-The-Air (GOTA) updates to distribute OTA updates."
"406","Android Endpoints","FCM Connectivity","mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","mtalk4.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","mtalk-staging.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","mtalk-dev.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","alt1-mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","alt2-mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","alt3-mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","alt4-mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","alt5-mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","alt6-mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","alt7-mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","alt8-mtalk.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","android.apis.google.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","FCM Connectivity","device-provisioning.googleapis.com","TCP","443, 5228, 5229, 5230","Global","Allows mobile devices to connect to FCM when an organization firewall is present on the network."
"406","Android Endpoints","Time Service","time.google.com","UDP","123","Global","During provisioning, Android devices require access to an NTP server, which is typically accessed via port UDP/123. This can be changed by an OEM."
"406","Android Endpoints","Safebrowsing","android-safebrowsing.google.com","TCP","443","Global","Safebrowsing endpoints are used for Google Play Protect."
"406","Android Endpoints","Safebrowsing","safebrowsing.google.com","TCP","443","Global","Safebrowsing endpoints are used for Google Play Protect."
